Length,MW,Charge,ChargeDensity,pI,InstabilityInd,Aromaticity,AliphaticInd,BomanInd,HydrophRatio,label
15.0,1705.04,1.989,0.0011665415474123775,12.84375,22.0,0.13333333333333333,110.66666666666666,-0.29,0.5333333333333333,1
9.0,957.09,0.99,0.0010343854809892485,10.7421875,30.28888888888889,0.0,119.99999999999999,1.7111111111111112,0.5555555555555556,0
13.0,1406.53,-0.967,-0.00068750755405146,5.3046875,71.45384615384616,0.0,15.384615384615385,2.8907692307692305,0.23076923076923078,1
15.0,1631.76,0.072,4.412413590233858e-05,7.828125,15.333333333333332,0.06666666666666667,58.666666666666664,2.138666666666666,0.2,0
7.0,834.97,0.99,0.0011856713414853228,10.025390625,69.91428571428571,0.14285714285714285,97.14285714285714,1.4942857142857142,0.42857142857142855,1
15.0,1406.6399999999999,0.99,0.0007038048114656202,10.7421875,23.69333333333333,0.0,117.33333333333333,-0.05666666666666655,0.4,0
15.0,1534.87,1.988,0.0012952236997270127,11.14453125,1.7533333333333339,0.06666666666666667,143.33333333333331,-0.8226666666666668,0.6666666666666666,0
15.0,1418.61,2.031,0.001431683126440671,12.84375,40.63333333333333,0.06666666666666667,78.66666666666666,-0.42066666666666663,0.4666666666666667,0
15.0,1454.6,1.99,0.0013680736972363538,13.55078125,-0.6866666666666662,0.0,78.66666666666666,1.3913333333333333,0.5333333333333333,1
15.0,1870.08,0.988,0.0005283196440793976,9.7314453125,37.8,0.2,64.66666666666666,2.980000000000001,0.3333333333333333,1
8.0,896.11,0.988,0.0011025432145607124,9.740234375,-0.675,0.125,146.25,-1.4912500000000002,0.625,0
20.0,2077.53,3.989,0.0019200685429331945,13.7109375,17.89,0.05,141.5,-0.09400000000000004,0.6,0
20.0,1929.09,1.833,0.0009501889491936613,9.6748046875,-23.01,0.05,44.0,1.1984999999999997,0.25,1
15.0,1761.04,2.99,0.0016978603552446282,12.1298828125,12.120000000000001,0.13333333333333333,65.33333333333333,2.3666666666666667,0.4666666666666667,0
15.0,1667.83,0.032,1.9186607747792042e-05,7.71875,33.599999999999994,0.0,104.0,3.1046666666666667,0.3333333333333333,0
15.0,1721.91,-3.011,-0.0017486395920808869,3.4248046875,56.56666666666666,0.13333333333333333,104.0,0.8493333333333333,0.3333333333333333,1
15.0,1650.8799999999999,-2.009,-0.0012169267299864314,3.6875,71.12,0.06666666666666667,52.0,0.9633333333333334,0.3333333333333333,1
10.0,924.1899999999999,0.99,0.001071208301323321,12.25,-7.98,0.0,234.0,-3.325,0.9,0
15.0,1714.05,2.029,0.0011837460984218664,10.23974609375,-12.566666666666672,0.06666666666666667,110.66666666666666,0.6119999999999998,0.4666666666666667,1
20.0,2136.42,-1.01,-0.00047275348480167755,4.322265625,95.71,0.05,58.5,1.2649999999999997,0.4,1
15.0,1774.09,2.988,0.0016842437531354104,11.8134765625,28.479999999999997,0.13333333333333333,116.66666666666666,2.1706666666666665,0.4,0
15.0,1874.07,0.988,0.000527194821965028,9.7353515625,20.993333333333332,0.2,52.0,2.0799999999999996,0.13333333333333333,0
7.0,729.79,-0.01,-1.3702571972759288e-05,6.5,111.21428571428572,0.0,70.0,1.9285714285714286,0.2857142857142857,0
15.0,1471.73,-0.122,-8.289563982523968e-05,7.078125,125.84,0.0,98.0,-0.502,0.5333333333333333,0
8.0,671.75,-0.01,-1.48864905098623e-05,6.5,-31.262499999999996,0.0,121.25,-1.00375,0.5,0
8.0,899.99,-0.01,-1.1111234569272993e-05,6.75,26.875,0.0,97.5,1.9237499999999998,0.25,1
15.0,1765.84,-2.016,-0.0011416662891315182,3.4091796875,34.086666666666666,0.26666666666666666,45.33333333333333,1.834666666666667,0.26666666666666666,1
24.0,2481.82,1.031,0.0004154209410835596,9.83984375,33.09166666666667,0.041666666666666664,105.83333333333331,0.5395833333333336,0.375,1
13.0,1742.1,7.031,0.004035933643304059,13.9140625,109.33076923076923,0.0,90.0,6.325384615384616,0.23076923076923078,0
15.0,1762.95,-0.014,-7.941234862021044e-06,6.75,43.980666666666664,0.2,58.666666666666664,1.8299999999999998,0.3333333333333333,1
15.0,1768.04,1.032,0.0005836972014207824,10.7421875,2.7799999999999985,0.13333333333333333,123.33333333333333,0.7379999999999999,0.4666666666666667,0
20.0,2408.59,0.028,1.1625058644269053e-05,7.640625,41.37,0.1,78.0,3.4574999999999996,0.2,0
15.0,1539.83,2.989,0.0019411233707617075,10.94580078125,-1.9866666666666668,0.0,104.66666666666666,1.5486666666666666,0.5333333333333333,0
15.0,1802.09,1.031,0.000572113490447203,10.025390625,27.560000000000002,0.2,104.0,0.5466666666666666,0.5333333333333333,1
16.0,1777.95,1.99,0.0011192665710509295,11.80078125,45.86875,0.125,49.375,3.2793750000000004,0.4375,0
10.0,1049.27,1.989,0.001895603610128947,12.84375,0.5099999999999998,0.1,127.0,-0.6390000000000001,0.6,0
8.0,680.76,0.99,0.0014542570068746695,12.25,8.000000000000004,0.0,61.25,-0.3625000000000001,0.375,0
15.0,1789.95,-0.97,-0.0005419145786195145,5.232421875,43.88666666666667,0.13333333333333333,84.66666666666667,2.4686666666666666,0.3333333333333333,0
8.0,814.89,-1.01,-0.001239431088858619,3.7099609375,-12.475000000000001,0.0,133.75,0.905,0.625,0
15.0,1821.01,0.028,1.5376082503665547e-05,7.6328125,69.15333333333334,0.2,65.33333333333333,1.4673333333333332,0.26666666666666666,0
15.0,1579.72,-0.01,-6.3302357379788824e-06,6.8125,47.85333333333333,0.0,78.0,2.2673333333333336,0.3333333333333333,0
22.0,2221.56,-0.164,-7.38219989556888e-05,5.90625,27.054545454545455,0.045454545454545456,84.0909090909091,0.01090909090909094,0.45454545454545453,0
8.0,815.04,1.99,0.002441597958382411,13.55078125,8.75,0.0,146.25,-0.6224999999999996,0.875,0
15.0,1755.0,3.029,0.0017259259259259259,11.2880859375,36.480000000000004,0.06666666666666667,90.66666666666666,2.924,0.26666666666666666,0
20.0,2434.74,1.983,0.0008144606816333573,9.8125,75.44,0.15,63.5,2.663,0.3,0
8.0,888.05,-1.009,-0.0011361972861888407,4.150390625,8.75,0.0,97.5,0.38250000000000006,0.375,0
10.0,941.05,1.99,0.0021146591573242657,13.55078125,32.11,0.0,98.0,1.193,0.5,1
12.0,1381.6399999999999,3.99,0.0028878723835441943,13.796875,109.56666666666669,0.0,138.33333333333331,3.250833333333333,0.4166666666666667,0
20.0,2262.68,0.986,0.00043576643626142453,9.5205078125,39.73,0.1,136.5,0.2259999999999999,0.5,0
16.0,1647.92,0.99,0.0006007573183164231,10.013671875,47.893750000000004,0.0,115.625,0.8293749999999998,0.4375,1
16.0,1868.25,4.072,0.0021795798206878094,13.56640625,32.58125,0.0625,115.625,1.0225000000000002,0.375,0
15.0,1618.76,0.032,1.9768217648076307e-05,7.703125,37.86,0.2,46.0,0.7280000000000001,0.4,0
13.0,1595.9,7.988,0.005005326148254903,13.91796875,81.33076923076923,0.0,53.07692307692308,6.504615384615383,0.3076923076923077,1
16.0,1553.73,-1.01,-0.0006500485927413386,4.17236328125,39.8375,0.0625,24.375,0.9356250000000002,0.3125,1
10.0,1259.49,0.836,0.0006637607285488571,8.759765625,43.57,0.2,117.0,-0.392,0.4,0
21.0,2059.43,1.029,0.0004996528165560374,9.740234375,47.419047619047625,0.047619047619047616,102.85714285714285,-0.7895238095238093,0.5714285714285714,1
15.0,1738.02,0.987,0.000567887596230193,9.58349609375,90.42733333333334,0.13333333333333333,32.666666666666664,1.4946666666666668,0.26666666666666666,0
8.0,762.8199999999999,-0.01,-1.3109252510421858e-05,6.5,-1.8625000000000003,0.125,73.75,0.24624999999999975,0.625,0
8.0,908.02,1.988,0.0021893790885663313,11.14453125,-15.8375,0.25,48.75,0.945,0.125,1
15.0,1426.56,0.836,0.0005860251233737102,8.759765625,95.26666666666667,0.06666666666666667,65.33333333333333,0.5586666666666668,0.4,0
8.0,738.92,1.989,0.002691766361717101,12.84375,53.3,0.0,133.75,-1.3912499999999999,0.625,0
15.0,1700.72,-2.011,-0.0011824403781927654,3.93017578125,22.173333333333336,0.13333333333333333,39.33333333333333,3.5279999999999996,0.3333333333333333,0
8.0,897.98,0.989,0.0011013608320898016,10.013671875,23.400000000000002,0.0,12.5,4.833749999999999,0.125,0
15.0,1495.68,-0.968,-0.0006471972614462986,5.173828125,-0.6866666666666662,0.0,136.66666666666666,-0.03199999999999991,0.5333333333333333,0
36.0,4084.57,0.878,0.00021495530741302022,8.7294921875,54.083333333333336,0.05555555555555555,75.83333333333331,2.444444444444444,0.3611111111111111,0
15.0,1285.41,0.99,0.0007701822764720984,12.25,65.82666666666667,0.0,65.33333333333333,-0.17933333333333343,0.4,1
33.0,3369.8,-2.124,-0.0006303044691079589,4.408203125,32.16060606060606,0.030303030303030304,97.87878787878788,0.8448484848484845,0.5151515151515151,0
15.0,1713.05,3.99,0.0023291789498263334,13.796875,37.5,0.06666666666666667,143.33333333333331,1.9540000000000004,0.6,0
20.0,2130.33,-0.01,-4.69410842451639e-06,6.8125,49.17,0.1,73.5,1.2914999999999999,0.4,0
9.0,1028.17,-0.01,-9.726018070941575e-06,6.875,66.51111111111112,0.0,108.88888888888889,1.8655555555555554,0.4444444444444444,0
8.0,962.13,0.836,0.000868905449367549,8.759765625,48.25,0.125,110.0,1.4724999999999995,0.5,0
15.0,1802.99,0.99,0.0005490879039817192,9.833984375,82.32,0.06666666666666667,58.666666666666664,3.737333333333333,0.3333333333333333,1
15.0,1607.75,-2.011,-0.0012508163582646557,3.84912109375,5.826666666666668,0.06666666666666667,65.33333333333333,1.2493333333333332,0.4,1
15.0,1495.8,0.99,0.0006618531889290012,10.025390625,75.73333333333332,0.0,104.0,-0.29733333333333334,0.5333333333333333,0
21.0,2507.89,-0.009,-3.5886741444002725e-06,7.0,77.24285714285715,0.09523809523809523,120.47619047619047,1.976666666666667,0.47619047619047616,1
15.0,1843.05,0.986,0.0005349827731206424,9.47314453125,24.99333333333334,0.13333333333333333,84.66666666666667,3.459333333333334,0.26666666666666666,0
10.0,986.0,-0.968,-0.0009817444219066937,5.173828125,0.5099999999999998,0.0,59.0,2.008,0.3,0
15.0,1766.91,-2.013,-0.0011392770429733262,3.6875,50.05333333333333,0.26666666666666666,72.0,0.86,0.4666666666666667,1
20.0,2321.54,0.03,1.2922456645157955e-05,7.6640625,28.91,0.15,49.0,1.531,0.25,1
9.0,1020.1899999999999,-0.01,-9.802095688058107e-06,6.75,58.82222222222222,0.1111111111111111,129.99999999999997,-0.1322222222222222,0.4444444444444444,1
20.0,2045.55,3.031,0.0014817530737454476,13.70703125,19.130000000000003,0.0,176.0,-0.6925000000000001,0.75,1
15.0,1513.62,-1.009,-0.0006666138132424255,4.17236328125,49.04,0.06666666666666667,64.66666666666667,1.4480000000000002,0.26666666666666666,1
15.0,1688.84,-1.013,-0.0005998199947893228,4.17236328125,0.5799999999999994,0.2,90.66666666666666,1.2753333333333334,0.3333333333333333,0
8.0,903.9399999999999,-0.97,-0.0010730800716861738,5.03515625,8.75,0.125,85.0,1.96875,0.375,0
15.0,1723.96,0.875,0.0005075523794055546,8.6953125,12.38666666666667,0.2,52.0,1.5213333333333334,0.4,0
15.0,1547.72,-0.97,-0.00062672834879694,5.173828125,4.306666666666667,0.13333333333333333,110.66666666666666,-0.29866666666666664,0.5333333333333333,0
10.0,1181.44,1.99,0.0016843851570964247,12.1005859375,60.86,0.0,176.0,1.889,0.6,0
15.0,1488.83,1.836,0.0012331831035108107,10.75390625,77.28666666666666,0.0,110.66666666666667,-0.29866666666666647,0.4666666666666667,0
20.0,2296.59,-0.97,-0.0004223653329501565,5.130859375,16.5,0.1,117.0,1.3130000000000002,0.4,0
15.0,1648.74,0.989,0.0005998520082002014,10.013671875,61.84666666666667,0.13333333333333333,0.0,3.368,0.13333333333333333,1
15.0,1802.95,-3.009,-0.001668931473418564,3.697509765625,33.346666666666664,0.13333333333333333,97.33333333333333,2.1286666666666667,0.26666666666666666,0
8.0,884.0,-0.01,-1.1312217194570136e-05,6.5,-14.174999999999995,0.0,121.25,1.30875,0.375,1
22.0,2185.41,-0.012,-5.490960506266559e-06,6.8125,-2.5454545454545467,0.045454545454545456,88.18181818181819,0.745909090909091,0.2727272727272727,0
20.0,2132.52,2.989,0.0014016281207210248,12.1298828125,57.650000000000006,0.0,117.0,1.3545,0.5,0
15.0,1682.93,0.99,0.0005882597612497252,10.58203125,76.46000000000001,0.06666666666666667,97.33333333333333,2.044,0.4,0
15.0,1767.09,1.988,0.0011250134401756561,10.4248046875,38.733333333333334,0.06666666666666667,104.0,2.2006666666666663,0.26666666666666666,1
15.0,1765.8899999999999,1.989,0.0011263442230263494,10.814453125,12.120000000000001,0.06666666666666667,39.333333333333336,5.470000000000001,0.2,0
15.0,1537.74,-1.166,-0.0007582556218866648,3.7099609375,58.64666666666666,0.06666666666666667,123.33333333333333,0.06133333333333333,0.5333333333333333,0
16.0,1783.05,0.991,0.0005557892375424133,10.58203125,38.2625,0.0,127.5,1.9843749999999996,0.375,0
10.0,1248.5,1.99,0.0015939126952342812,12.1005859375,57.17,0.1,78.0,2.853,0.4,1
8.0,976.1,2.029,0.0020786804630673087,11.14453125,-1.8625000000000003,0.25,48.75,1.935,0.25,1
15.0,1849.2,3.029,0.0016380056240536448,11.2880859375,40.14666666666666,0.06666666666666667,130.0,2.2973333333333334,0.4,0
22.0,2421.81,2.029,0.0008378031307162824,10.4248046875,19.84090909090909,0.09090909090909091,115.9090909090909,0.9763636363636367,0.5454545454545454,0
10.0,898.11,0.99,0.001102314861208538,12.25,16.699999999999996,0.0,185.0,-2.4899999999999998,0.6,1
15.0,1588.68,-1.014,-0.0006382657300400333,4.322265625,9.06,0.13333333333333333,52.0,1.5413333333333334,0.2,1
25.0,2787.55,3.99,0.001431364459830317,13.796875,6.972,0.08,160.0,-0.7952000000000001,0.72,1
8.0,868.04,2.99,0.003444541726187734,13.70703125,119.85000000000001,0.0,97.5,2.5862499999999997,0.25,0
10.0,895.0699999999999,0.99,0.0011060587440088485,12.25,28.26,0.0,147.0,-1.543,0.6,0
15.0,1846.92,-0.97,-0.0005251987092023476,5.130859375,2.7466666666666684,0.13333333333333333,52.0,3.7646666666666677,0.2,0
15.0,1853.99,-1.016,-0.0005480072708051284,4.322265625,57.519999999999996,0.26666666666666666,32.666666666666664,2.178666666666666,0.2,1
8.0,851.96,2.031,0.0023839147377811166,11.400390625,-25.4375,0.0,61.25,3.1550000000000002,0.25,0
8.0,613.67,0.99,0.001613244903612691,12.25,-1.8625000000000003,0.0,61.25,-0.885,0.375,1
13.0,1270.51,1.989,0.0015655130616838908,12.84375,18.24615384615385,0.0,90.76923076923077,0.05923076923076916,0.6153846153846154,1
14.0,1634.76,-1.012,-0.0006190511145366904,4.0107421875,34.878571428571426,0.14285714285714285,90.71428571428571,2.3300000000000005,0.2857142857142857,1
10.0,1013.24,1.99,0.0019639966839050966,13.55078125,28.26,0.1,137.0,-0.8310000000000001,0.7,0
15.0,1707.8899999999999,0.99,0.0005796626246421023,9.833984375,28.226666666666667,0.06666666666666667,58.666666666666664,3.2520000000000002,0.26666666666666666,1
8.0,964.14,4.99,0.005175596905013795,13.86328125,166.6,0.0,12.5,7.11625,0.125,1
10.0,1129.27,0.986,0.0008731304293924393,9.4765625,42.88,0.2,78.0,0.6889999999999998,0.2,1
14.0,1347.51,0.989,0.0007339463157972853,10.025390625,65.58571428571429,0.0,70.0,1.0442857142857138,0.35714285714285715,1
10.0,1111.31,1.99,0.001790679468375161,12.1005859375,20.720000000000002,0.0,137.0,2.478,0.5,0
15.0,1599.84,0.989,0.0006181868186818682,9.650390625,-7.6466666666666665,0.0,78.66666666666666,2.222666666666666,0.4666666666666667,1
15.0,1768.01,0.986,0.0005576891533418929,9.474609375,-10.106666666666666,0.26666666666666666,45.33333333333333,1.3059999999999998,0.3333333333333333,1
20.0,2116.29,-4.008,-0.0018938803283103922,3.610107421875,30.375000000000004,0.0,122.0,1.795,0.35,0
12.0,1292.49,0.99,0.0007659633730241627,10.58203125,12.650000000000004,0.0,105.83333333333331,2.2441666666666666,0.4166666666666667,0
15.0,1502.77,1.989,0.0013235558335606913,12.84375,30.506666666666664,0.06666666666666667,117.33333333333333,-0.4146666666666666,0.5333333333333333,0
15.0,1643.87,0.032,1.9466259497405514e-05,7.71875,-0.03999999999999974,0.06666666666666667,91.33333333333333,1.2313333333333334,0.5333333333333333,0
10.0,974.18,0.836,0.000858157630006775,8.759765625,60.86,0.0,117.0,-1.02,0.5,0
15.0,1602.72,0.99,0.0006176999101527404,10.7421875,33.22,0.06666666666666667,52.0,2.12,0.2,1
20.0,1865.28,2.989,0.0016024403842854692,13.55859375,25.5,0.0,161.0,-1.0635000000000001,0.65,1
10.0,1013.11,-0.01,-9.870596480145296e-06,6.6875,36.91,0.0,97.0,2.0879999999999996,0.3,0
10.0,1160.28,-0.014,-1.2066053021684422e-05,6.5,-7.98,0.3,68.0,0.20900000000000016,0.3,1
15.0,1628.79,-1.014,-0.0006225480264490819,4.17236328125,-6.346666666666666,0.13333333333333333,97.33333333333333,0.9626666666666667,0.3333333333333333,1
10.0,1080.31,0.032,2.9621127269024634e-05,7.7109375,16.08,0.0,127.0,-0.582,0.5,0
15.0,1579.8,-1.01,-0.0006393214330927965,4.322265625,30.4,0.0,59.33333333333333,1.3266666666666667,0.5333333333333333,1
20.0,2310.63,3.033,0.0013126290232533984,12.10009765625,66.635,0.05,88.0,3.194,0.35,0
9.0,1007.15,1.99,0.001975872511542471,12.1005859375,128.35555555555558,0.0,54.44444444444444,3.914444444444445,0.2222222222222222,1
20.0,2317.57,0.989,0.00042674007689088135,9.7265625,75.60000000000001,0.05,93.0,3.1485,0.35,0
15.0,1371.5,-2.009,-0.0014648195406489245,3.537109375,-18.333333333333332,0.0,123.33333333333333,-0.16799999999999995,0.4666666666666667,0
15.0,1556.69,1.032,0.0006629450950414019,10.7421875,28.606666666666662,0.06666666666666667,78.0,1.7380000000000002,0.4,0
15.0,1513.7,0.682,0.00045055162846006474,8.0966796875,4.306666666666667,0.06666666666666667,40.0,1.2386666666666668,0.6,0
16.0,1968.01,-3.011,-0.001529971900549286,3.929931640625,98.10625000000002,0.0625,48.75,5.1175,0.125,1
20.0,2492.88,0.991,0.0003975321716247874,9.9814453125,39.445,0.05,58.5,4.243,0.3,1
15.0,1756.92,-1.016,-0.0005782847255424265,3.9296875,17.0,0.2,104.0,0.9546666666666667,0.3333333333333333,1
15.0,1391.66,-0.01,-7.185663164853484e-06,6.5,19.96666666666667,0.0,156.0,-1.5266666666666666,0.6,1
10.0,1047.18,2.031,0.0019394946427548272,13.55078125,49.49,0.0,88.0,1.9329999999999998,0.3,1
25.0,2761.32,2.989,0.0010824533194269406,13.55859375,1.7320000000000002,0.16,148.4,-0.7983999999999999,0.6,1
15.0,1639.82,0.99,0.0006037247990633119,10.58203125,29.986666666666668,0.0,97.33333333333333,2.984,0.3333333333333333,0
15.0,1773.12,2.99,0.0016862930878902727,13.70703125,45.80666666666667,0.13333333333333333,104.0,0.7899999999999999,0.4,1
8.0,699.72,-1.01,-0.0014434345166638083,3.9296875,-11.287500000000001,0.0,48.75,0.8574999999999999,0.25,1
12.0,1447.52,0.03,2.0725102243837737e-05,7.671875,9.14166666666667,0.25,0.0,2.050833333333333,0.08333333333333333,1
20.0,2138.27,-2.883,-0.001348286231392668,5.076171875,52.82,0.0,78.0,1.8724999999999998,0.2,1
13.0,1528.72,-0.011,-7.195562300486681e-06,6.875,124.96923076923078,0.07692307692307693,90.0,2.113076923076923,0.3076923076923077,0
22.0,2420.87,5.029,0.0020773523567973497,12.119140625,29.36363636363636,0.045454545454545456,129.09090909090907,1.8954545454545453,0.5,0
12.0,1315.49,1.99,0.0015127443006028173,13.55078125,8.66666666666667,0.08333333333333333,64.99999999999999,1.915,0.25,1
15.0,1664.01,1.989,0.0011953053166747797,12.84375,21.773333333333333,0.2,129.33333333333331,-1.2986666666666666,0.5333333333333333,0
14.0,1477.69,-0.164,-0.00011098403589386136,6.0625,71.65,0.0,118.57142857142857,1.4121428571428574,0.5,0
15.0,1990.1399999999999,-3.009,-0.0015119539328891434,3.697509765625,59.440000000000005,0.26666666666666666,45.33333333333333,2.556,0.2,0
15.0,1796.99,0.992,0.0005520342350263496,10.42578125,77.06666666666666,0.0,78.0,4.993333333333333,0.3333333333333333,0
15.0,1559.86,-1.01,-0.0006474940058723219,3.7099609375,14.173333333333336,0.06666666666666667,130.0,-0.8013333333333332,0.4,1
15.0,1671.8799999999999,-1.123,-0.000671698925760222,5.259765625,36.70666666666666,0.06666666666666667,110.66666666666666,0.76,0.4666666666666667,0
13.0,1353.49,0.989,0.0007307035885008385,10.013671875,10.984615384615386,0.0,83.07692307692308,2.6907692307692312,0.38461538461538464,0
12.0,1197.35,0.99,0.0008268259072117594,10.7421875,28.558333333333326,0.0,129.99999999999997,1.1233333333333335,0.3333333333333333,1
15.0,1744.09,-0.014,-8.02710869278535e-06,6.5,17.56,0.26666666666666666,156.0,-1.7186666666666668,0.6,1
21.0,2262.57,-0.012,-5.3037033108367916e-06,6.96875,-3.5238095238095246,0.047619047619047616,92.85714285714285,1.5957142857142856,0.38095238095238093,1
12.0,1238.31,-2.009,-0.001622372426936712,3.537109375,-25.416666666666675,0.08333333333333333,73.33333333333331,1.2883333333333333,0.4166666666666667,0
20.0,2091.44,0.99,0.0004733580690815897,12.25,84.35,0.1,39.0,-0.2245,0.25,1
8.0,914.02,-0.01,-1.0940679635018928e-05,6.8125,49.224999999999994,0.0,85.0,2.66625,0.25,1
8.0,813.9499999999999,2.99,0.0036734443147613495,13.70703125,11.600000000000001,0.0,97.5,2.5725,0.25,0
20.0,1878.06,0.989,0.000526607243645038,10.025390625,67.36000000000001,0.0,29.5,1.2169999999999999,0.2,0
15.0,1527.74,2.989,0.00195648474216817,13.55859375,4.953333333333334,0.06666666666666667,72.0,1.134,0.4,1
15.0,1424.66,2.989,0.0020980444456923054,13.55859375,-3.2733333333333334,0.0,98.0,0.6720000000000003,0.4666666666666667,1
20.0,1931.3,1.029,0.0005328017397607829,9.740234375,39.660000000000004,0.05,108.0,-1.1059999999999997,0.6,1
15.0,1840.06,1.762,0.0009575774702998815,8.84521484375,46.44,0.2,13.333333333333334,2.8706666666666667,0.3333333333333333,0
15.0,1631.73,-0.967,-0.0005926225539764545,5.2626953125,59.28,0.06666666666666667,26.666666666666668,2.022,0.4,0
15.0,1622.83,-0.012,-7.394489872629913e-06,6.8125,24.32666666666667,0.2,72.0,0.49933333333333335,0.5333333333333333,0
10.0,1177.36,-0.012,-1.0192294625263302e-05,6.8125,28.26,0.1,156.0,1.3380000000000003,0.5,1
15.0,1691.92,-1.01,-0.0005969549387677904,3.9296875,95.91333333333333,0.06666666666666667,58.666666666666664,1.0653333333333335,0.26666666666666666,0
8.0,661.67,-0.01,-1.5113273988544139e-05,6.5,-1.8625000000000003,0.0,61.25,0.7475000000000003,0.375,1
15.0,1691.8,-0.012,-7.093037002009694e-06,6.8125,47.85333333333333,0.2,58.666666666666664,2.152,0.3333333333333333,0
20.0,1860.1299999999999,-0.012,-6.4511620155580525e-06,6.75,20.659999999999997,0.05,132.0,-1.105,0.6,0
15.0,1645.91,1.989,0.0012084500367577815,10.708984375,14.053333333333335,0.06666666666666667,110.0,0.86,0.3333333333333333,1
10.0,1232.4,3.029,0.0024578059071729955,12.10888671875,110.00000000000001,0.2,39.0,3.177,0.2,0
15.0,1499.6299999999999,-0.01,-6.668311516840822e-06,6.8125,19.333333333333332,0.0,78.66666666666667,1.7673333333333334,0.4,1
15.0,1897.19,0.033,1.7394146079201344e-05,7.71875,72.03999999999999,0.0,84.0,3.3939999999999997,0.4,0
15.0,1616.96,2.918,0.0018046210172174945,10.7109375,14.193333333333332,0.0,64.66666666666666,0.7413333333333333,0.3333333333333333,0
15.0,1587.76,-0.164,-0.00010329016979896206,6.203125,64.30666666666667,0.06666666666666667,58.666666666666664,1.5126666666666666,0.3333333333333333,1
8.0,872.03,0.989,0.0011341352935105443,10.025390625,-1.8625000000000003,0.0,158.75,0.9675,0.5,0
7.0,934.1,-0.012,-1.2846590300824323e-05,6.75,105.17142857142858,0.2857142857142857,0.0,1.172857142857143,0.42857142857142855,0
8.0,868.99,1.031,0.0011864348266378208,12.25,63.675,0.25,48.75,-1.0487499999999998,0.25,0
10.0,1170.28,-1.009,-0.0008621868270841165,4.43505859375,50.440000000000005,0.0,78.0,4.075,0.2,1
15.0,1362.59,0.99,0.0007265575117973859,12.25,14.466666666666663,0.13333333333333333,117.33333333333333,-1.883333333333333,0.6,1
11.0,1085.26,1.031,0.000950002764314542,12.25,9.236363636363636,0.09090909090909091,115.45454545454547,-1.1418181818181816,0.5454545454545454,0
8.0,861.05,-0.01,-1.1613727425817317e-05,6.5,128.5,0.0,61.25,0.23625000000000007,0.5,0
8.0,904.97,-1.01,-0.0011160590958816314,3.9296875,46.2875,0.125,48.75,1.8512499999999998,0.375,0
15.0,1613.84,-0.166,-0.00010286025876171121,5.90625,11.486666666666666,0.13333333333333333,110.66666666666666,-0.058666666666666305,0.5333333333333333,1
7.0,800.86,-1.01,-0.001261144269909847,3.9296875,3.8428571428571474,0.0,111.42857142857142,2.2628571428571425,0.42857142857142855,0
15.0,1681.98,-0.014,-8.323523466390802e-06,6.6875,39.73333333333333,0.2,129.33333333333331,-1.1239999999999999,0.4666666666666667,1
10.0,997.15,-0.01,-1.0028581457152886e-05,6.5,25.380000000000003,0.0,146.0,-0.27299999999999996,0.6,0
13.0,1255.52,2.989,0.002380686886708296,13.0,-12.576923076923078,0.0,112.3076923076923,-0.08846153846153838,0.3076923076923077,0
15.0,1281.45,-0.164,-0.00012798002263061375,5.90625,58.646666666666675,0.0,72.0,-0.5453333333333333,0.4666666666666667,1
15.0,1452.67,0.99,0.0006815037138510466,12.25,37.58,0.2,84.66666666666667,-1.3446666666666671,0.4666666666666667,1
15.0,1612.78,-0.164,-0.00010168776894554744,6.15625,16.74666666666667,0.06666666666666667,52.0,2.5873333333333335,0.3333333333333333,1
20.0,2385.82,3.99,0.001672380984315665,12.115234375,42.155,0.1,112.5,2.4810000000000003,0.45,0
15.0,1575.69,-1.925,-0.0012216870069620294,5.1376953125,95.78666666666666,0.0,84.66666666666667,1.4499999999999995,0.26666666666666666,1
15.0,1837.96,1.073,0.0005837994298026072,9.7275390625,44.64666666666666,0.06666666666666667,46.0,5.010000000000001,0.26666666666666666,0
10.0,1144.29,1.985,0.001734700119724895,9.9794921875,34.39,0.2,39.0,1.736,0.1,1
15.0,1591.79,-3.121,-0.001960685768851419,4.0390625,9.566666666666668,0.0,58.666666666666664,1.0626666666666666,0.4666666666666667,0
10.0,1240.41,-0.014,-1.1286590724034794e-05,6.8125,38.290000000000006,0.2,117.0,1.0389999999999997,0.3,1
22.0,2267.38,-0.012,-5.2924520812567804e-06,6.8125,27.950000000000003,0.13636363636363635,35.90909090909091,1.1681818181818182,0.2727272727272727,1
25.0,2760.21,3.031,0.001098104854340793,13.70703125,15.076000000000002,0.08,124.4,0.6012000000000001,0.52,1
15.0,1465.62,2.988,0.0020387276374503626,12.10888671875,7.393333333333336,0.13333333333333333,46.0,1.3133333333333332,0.4,0
15.0,1727.03,2.68,0.0015517970156858885,9.7763671875,90.24000000000001,0.13333333333333333,52.0,1.9053333333333333,0.4,1
10.0,1050.09,-2.009,-0.0019131693473892714,3.6875,64.66,0.1,49.0,1.8489999999999995,0.3,0
15.0,1511.6,0.988,0.0006536120666843081,9.740234375,-22.059999999999995,0.13333333333333333,58.666666666666664,0.8793333333333332,0.3333333333333333,1
14.0,1663.75,-1.011,-0.000607663410969196,4.322265625,76.15,0.07142857142857142,62.857142857142854,3.5985714285714288,0.2857142857142857,1
