Length,MW,Charge,ChargeDensity,pI,InstabilityInd,Aromaticity,AliphaticInd,BomanInd,HydrophRatio,label
15.0,1519.71,-0.968,-0.0006369636312191141,5.03515625,65.82666666666667,0.0,123.33333333333333,0.3920000000000002,0.4,0
9.0,1102.3,3.031,0.002749705161934138,13.70703125,61.51111111111111,0.0,75.55555555555554,3.738888888888889,0.2222222222222222,1
15.0,1299.36,0.032,2.462750892747199e-05,7.7109375,23.486666666666668,0.0,71.33333333333333,0.36999999999999994,0.2,0
8.0,861.99,1.989,0.002307451362544809,12.84375,14.037500000000003,0.0,97.5,1.7862499999999992,0.25,1
15.0,1669.93,-0.164,-9.820770930518046e-05,6.28125,133.01999999999998,0.06666666666666667,64.66666666666666,1.2646666666666668,0.4,1
8.0,655.71,-0.01,-1.5250644339723353e-05,6.75,-0.675,0.0,61.25,-0.45875000000000016,0.375,1
15.0,1713.96,0.988,0.0005764428574762538,9.6474609375,80.34666666666666,0.2,32.666666666666664,1.5079999999999998,0.3333333333333333,1
11.0,1259.46,0.99,0.0007860511647849078,10.58203125,58.82727272727272,0.09090909090909091,124.54545454545455,2.097272727272727,0.5454545454545454,0
24.0,2496.87,-1.008,-0.0004037054392098908,4.626953125,34.62500000000001,0.041666666666666664,134.16666666666666,0.4974999999999998,0.625,0
15.0,1666.8899999999999,0.988,0.0005927205754428907,9.7353515625,10.853333333333333,0.13333333333333333,110.66666666666667,1.0206666666666666,0.4,1
15.0,1464.68,-0.01,-6.827429882295109e-06,6.5,33.633333333333326,0.0,136.66666666666666,-0.24800000000000005,0.4666666666666667,0
15.0,1536.65,-2.009,-0.0013073894510786449,3.537109375,14.306666666666667,0.06666666666666667,97.33333333333333,0.9713333333333336,0.4,1
40.0,3935.68,4.989,0.0012676335474428816,12.58203125,22.860000000000007,0.025,110.0,0.23700000000000002,0.525,1
20.0,2038.29,0.03,1.4718219684147005e-05,7.671875,32.894999999999996,0.1,93.0,-0.11100000000000002,0.55,0
15.0,1706.91,-0.968,-0.0005671066429981663,5.03515625,8.406666666666668,0.13333333333333333,104.0,0.568,0.4,0
15.0,1633.85,-1.01,-0.0006181718027970744,4.43505859375,31.919999999999995,0.06666666666666667,110.66666666666666,1.2813333333333332,0.4666666666666667,1
20.0,2252.54,0.99,0.0004395038489882533,10.013671875,55.255,0.15,83.0,1.4255,0.45,1
15.0,1434.78,1.99,0.0013869722187373674,13.55078125,23.69333333333333,0.0,182.0,-1.3853333333333333,0.7333333333333333,0
15.0,1616.72,0.832,0.0005146221980305804,8.662109375,51.86,0.13333333333333333,32.666666666666664,2.445333333333333,0.2,1
15.0,1506.66,-1.012,-0.0006716843879840176,3.7099609375,-7.6466666666666665,0.06666666666666667,117.33333333333333,0.14466666666666672,0.6,0
25.0,2665.25,1.99,0.0007466466560360191,13.55078125,0.33200000000000074,0.12,152.0,-1.1607999999999998,0.64,1
15.0,1720.8899999999999,1.988,0.0011552161962705345,10.98046875,62.1,0.06666666666666667,78.0,3.15,0.26666666666666666,1
15.0,1424.55,-1.122,-0.0007876171422554492,5.03515625,32.96666666666666,0.0,84.66666666666667,0.7020000000000002,0.3333333333333333,0
8.0,931.99,-1.01,-0.0010837026148349232,4.17236328125,14.237500000000002,0.0,85.0,3.7562500000000005,0.25,1
20.0,1965.18,-0.01,-5.08859239357209e-06,6.8125,0.4449999999999985,0.0,97.0,0.8605,0.3,1
15.0,1118.17,0.99,0.0008853752112827208,12.25,1.3533333333333353,0.06666666666666667,46.0,-1.0093333333333332,0.4,0
25.0,2705.17,1.989,0.000735258782257677,11.400390625,4.500000000000001,0.16,101.6,-0.1844000000000001,0.52,0
15.0,1563.72,-0.012,-7.674008134448623e-06,6.625,45.14,0.06666666666666667,78.66666666666667,1.342,0.4,0
10.0,911.0699999999999,1.99,0.002184244898855192,13.55078125,-7.98,0.0,97.0,0.07400000000000002,0.4,1
20.0,2017.3,2.032,0.001007286967729143,12.1005859375,41.3,0.0,97.5,1.1985,0.35,0
15.0,1521.73,1.99,0.001307722132047078,13.55078125,89.19333333333334,0.06666666666666667,58.666666666666664,0.7900000000000001,0.3333333333333333,1
15.0,1613.78,0.03,1.858989453333168e-05,7.671875,46.44,0.06666666666666667,110.66666666666666,1.4540000000000002,0.4666666666666667,0
15.0,1555.78,-0.01,-6.427644011364075e-06,7.0,43.506666666666675,0.0,104.0,1.0566666666666669,0.4,1
15.0,1498.56,0.988,0.0006592995942771727,9.740234375,15.98666666666666,0.06666666666666667,58.0,1.5799999999999996,0.2,1
20.0,2300.56,-1.016,-0.0004416316027402024,3.7099609375,112.86999999999999,0.15,83.0,1.152,0.3,1
15.0,1596.83,-2.009,-0.001258117645585316,3.93017578125,47.95999999999999,0.0,149.33333333333334,0.6326666666666667,0.4,0
15.0,1529.82,3.031,0.0019812788432626064,13.55859375,12.120000000000001,0.06666666666666667,78.66666666666667,0.454,0.5333333333333333,1
8.0,731.76,-1.009,-0.0013788673882147151,4.150390625,13.5625,0.0,61.25,0.83125,0.375,1
15.0,1497.66,1.029,0.0006870718320580104,9.740234375,54.03333333333334,0.06666666666666667,90.66666666666666,0.08600000000000003,0.4,1
15.0,1670.86,2.032,0.0012161401912787427,11.80078125,93.26666666666667,0.06666666666666667,32.666666666666664,3.6926666666666663,0.3333333333333333,0
16.0,1732.04,-0.012,-6.928246460820767e-06,6.8125,40.18124999999999,0.0625,158.125,-0.13687499999999989,0.5,1
15.0,1248.36,1.031,0.0008258835592297093,12.25,35.53333333333333,0.0,72.0,-0.48733333333333334,0.3333333333333333,0
8.0,850.04,-0.164,-0.00019293209731306764,6.125,87.75,0.125,146.25,-1.7600000000000002,0.75,0
20.0,1956.26,2.99,0.0015284266917485407,13.70703125,41.1,0.05,103.0,0.5125,0.65,0
20.0,2037.25,-0.97,-0.00047613204074119524,5.232421875,24.404999999999998,0.05,59.0,1.172,0.4,1
15.0,1718.02,1.988,0.001157146016926462,11.14453125,19.3,0.13333333333333333,123.33333333333333,0.43333333333333335,0.4,1
15.0,1457.73,1.987,0.0013630782106425746,10.23974609375,6.713333333333333,0.06666666666666667,104.0,-0.4826666666666666,0.4666666666666667,0
9.0,857.06,0.99,0.0011551116607938768,12.25,20.85555555555556,0.0,194.4444444444444,-2.0822222222222226,0.6666666666666666,1
15.0,1499.67,-0.968,-0.0006454753379076729,5.173828125,-1.353333333333334,0.06666666666666667,110.66666666666666,-0.192,0.5333333333333333,0
8.0,842.9499999999999,1.99,0.002360756865769026,13.55078125,11.600000000000001,0.0,85.0,2.355,0.375,1
10.0,1338.61,2.836,0.0021186155788467144,11.80126953125,142.82,0.2,39.0,3.8680000000000008,0.4,0
15.0,1589.68,1.031,0.0006485582003925317,12.25,14.793333333333333,0.13333333333333333,32.666666666666664,1.2980000000000003,0.26666666666666666,1
20.0,2398.62,-1.121,-0.0004673520607682751,5.388671875,76.16,0.2,19.5,2.432,0.25,1
9.0,1004.1,0.989,0.0009849616572054575,9.83984375,74.54444444444445,0.0,43.33333333333333,3.586666666666666,0.1111111111111111,1
22.0,2270.21,-1.972,-0.0008686421079988195,4.17919921875,5.531818181818183,0.09090909090909091,22.727272727272727,3.4104545454545456,0.22727272727272727,1
8.0,810.8199999999999,-0.968,-0.0011938531363311217,5.173828125,-20.7125,0.0,48.75,2.25,0.25,1
15.0,1532.73,-1.164,-0.0007594292536846019,3.9296875,60.29333333333334,0.06666666666666667,32.666666666666664,0.39266666666666666,0.26666666666666666,1
18.0,1969.3,1.989,0.001010003554562535,10.6796875,16.694444444444446,0.0,108.33333333333331,1.762777777777778,0.3333333333333333,0
15.0,1970.16,1.03,0.0005228001786656921,9.7314453125,-5.446666666666663,0.26666666666666666,39.33333333333333,2.616666666666667,0.26666666666666666,0
15.0,1724.92,0.986,0.0005716207128446536,9.5185546875,10.466666666666665,0.13333333333333333,97.33333333333333,2.27,0.26666666666666666,0
21.0,2260.71,0.99,0.00043791552211473386,9.83984375,30.07142857142857,0.09523809523809523,125.23809523809523,-0.5304761904761903,0.5238095238095238,1
20.0,2528.8,-1.011,-0.0003997943688706105,4.4208984375,69.42999999999999,0.15,82.5,3.4655,0.35,0
15.0,1628.84,0.072,4.4203236659217603e-05,7.828125,46.45333333333335,0.06666666666666667,91.33333333333333,0.46466666666666673,0.3333333333333333,1
15.0,1815.07,-0.122,-6.721503853845857e-05,7.078125,22.173333333333336,0.06666666666666667,116.66666666666666,2.8513333333333333,0.4666666666666667,0
15.0,1698.93,1.99,0.001171325481332368,11.400390625,54.160000000000004,0.06666666666666667,84.66666666666666,1.9333333333333333,0.3333333333333333,1
9.0,1045.22,0.99,0.0009471690170490423,10.7421875,102.85555555555555,0.1111111111111111,65.55555555555554,1.5355555555555556,0.4444444444444444,1
15.0,1583.71,-0.01,-6.314287337959601e-06,6.8125,13.573333333333332,0.2,19.333333333333332,0.902,0.2,1
21.0,2311.6,-0.012,-5.191209551825576e-06,6.8125,23.16238095238095,0.14285714285714285,83.33333333333331,0.6985714285714286,0.38095238095238093,0
20.0,1523.58,1.989,0.001305477887606821,12.84375,18.34,0.05,20.0,-0.10649999999999989,0.25,0
24.0,2283.55,0.99,0.0004335355039302839,10.58203125,19.90416666666666,0.0,102.08333333333331,1.0166666666666666,0.5,0
5.0,507.54999999999995,0.99,0.0019505467441631368,12.25,8.0,0.2,40.0,0.688,0.6,1
8.0,1007.15,0.99,0.0009829717519733903,9.83984375,53.3,0.125,36.25,3.22625,0.25,1
8.0,814.85,0.032,3.927103147818617e-05,7.7109375,-11.287500000000001,0.125,36.25,1.1350000000000002,0.25,1
15.0,1757.08,3.99,0.002270812939649874,13.796875,45.93333333333334,0.13333333333333333,52.0,2.244666666666667,0.4,1
8.0,745.81,0.878,0.0011772435338759202,8.7626953125,2.1750000000000025,0.0,36.25,0.8537499999999999,0.25,1
15.0,1625.86,2.833,0.001742462450641507,10.236328125,9.333333333333332,0.06666666666666667,58.666666666666664,2.2793333333333328,0.4,0
15.0,1723.98,1.99,0.0011543057344052714,12.1005859375,67.12666666666667,0.2,58.666666666666664,1.7046666666666668,0.4,1
15.0,1678.08,1.989,0.0011852831807780322,10.421875,36.63999999999999,0.0,168.66666666666669,0.3473333333333333,0.5333333333333333,1
15.0,1721.9,-0.014,-8.130553458388989e-06,6.5,117.90066666666667,0.26666666666666666,38.666666666666664,0.4746666666666668,0.26666666666666666,1
15.0,1650.97,2.989,0.0018104508258781201,10.94580078125,41.459999999999994,0.0,104.0,1.956,0.3333333333333333,1
15.0,1806.05,3.988,0.002208133772597658,12.4033203125,120.92666666666665,0.2,52.66666666666667,2.8673333333333337,0.4,1
10.0,1087.23,1.985,0.0018257406436540567,10.07177734375,4.359999999999999,0.2,68.0,0.35299999999999987,0.2,1
15.0,1406.46,-0.01,-7.110049343742445e-06,6.8125,0.16666666666666546,0.0,58.666666666666664,2.0266666666666664,0.3333333333333333,0
15.0,1603.8899999999999,0.99,0.0006172493126087201,10.013671875,16.513333333333335,0.0,110.66666666666666,1.2553333333333332,0.4666666666666667,0
20.0,2093.2599999999998,-2.012,-0.0009611801687320258,3.977783203125,24.759999999999998,0.05,78.0,1.9024999999999999,0.3,1
15.0,1523.66,0.032,2.100206082721867e-05,7.7109375,-16.766666666666662,0.06666666666666667,84.66666666666666,0.5119999999999999,0.3333333333333333,0
10.0,1054.21,0.99,0.0009390918317982185,10.7421875,57.79,0.1,97.0,0.5500000000000002,0.4,1
